Name,Position,Team,URL
Cristian Buonaiuto,MF,Cremonese,/en/players/f3a9fa26/Cristian-Buonaiuto
Alessandro Buongiorno,DF,Torino,/en/players/4ae67f27/Alessandro-Buongiorno
Delano Burgzorg,FW,Mainz 05,/en/players/05e2d5ea/Delano-Burgzorg
Jonathan Burkardt,MF,Mainz 05,/en/players/05f99a4a/Jonathan-Burkardt
Oliver Burke,FW,Werder Bremen,/en/players/f631c17f/Oliver-Burke
Dan Burn,DF,Newcastle Utd,/en/players/b2d31e83/Dan-Burn
Maxime Busi,DF,Reims,/en/players/7b082ec2/Maxime-Busi
Sergio Busquets,MF,Barcelona,/en/players/5ab0ea87/Sergio-Busquets
Marcin Bułka,GK,Nice,/en/players/db87a2c4/Marcin-Bulka
Jamie Bynoe-Gittens,FW,Dortmund,/en/players/10745192/Jamie-Bynoe-Gittens
Juan Cabal,DF,Hellas Verona,/en/players/ef6eef89/Juan-Cabal
Rémy Cabella,MF,Lille,/en/players/148e136f/Remy-Cabella
Jimmy Cabot,DF,Lens,/en/players/46359159/Jimmy-Cabot
Leandro Cabrera,DF,Espanyol,/en/players/69cbc8b6/Leandro-Cabrera
Liberato Cacace,DF,Empoli,/en/players/dd86e8e4/Liberato-Cacace
Anthony Caci,DF,Mainz 05,/en/players/0118c54c/Anthony-Caci
Cafú,MF,Nott'ham Forest,/en/players/85322440/Cafu
Moisés Caicedo,MF,Brighton,/en/players/16264a81/Moises-Caicedo
Tom Cairney,MF,Fulham,/en/players/a8748947/Tom-Cairney
Jens Cajuste,MF,Reims,/en/players/928a4a61/Jens-Cajuste
Cala,DF,Cádiz,/en/players/fe05804b/Cala
Davide Calabria,DF,Milan,/en/players/2146785a/Davide-Calabria
Mattia Caldara,DF,Spezia,/en/players/ac7e640b/Mattia-Caldara
Luca Caldirola,DF,Monza,/en/players/226008f1/Luca-Caldirola
Fernando Calero,DF,Espanyol,/en/players/41b3069f/Fernando-Calero
Duje Ćaleta-Car,DF,Southampton,/en/players/94f8d10c/Duje-Caleta-Car
Duje Ćaleta-Car,DF,Marseille,/en/players/94f8d10c/Duje-Caleta-Car
Hakan Çalhanoğlu,MF,Inter,/en/players/cd0fa27b/Hakan-Calhanoglu
Kerim Calhanoglu,DF,Schalke 04,/en/players/d1db4b83/Kerim-Calhanoglu
Daniel Caligiuri,DF,Augsburg,/en/players/d1273f09/Daniel-Caligiuri
Dominic Calvert-Lewin,FW,Everton,/en/players/59e6e5bf/Dominic-Calvert-Lewin
Mahdi Camara,MF,Brest,/en/players/8577e60a/Mahdi-Camara
Mohamed Camara,MF,Roma,/en/players/13ea2544/Mohamed-Camara
Mohamed Camara,MF,Monaco,/en/players/489e80e3/Mohamed-Camara
Ousmane Camara,MF,Auxerre,/en/players/5a6b06cd/Ousmane-Camara
Ousmane Camara,DF,Angers,/en/players/7d3dfdfd/Ousmane-Camara
Eduardo Camavinga,MF,Real Madrid,/en/players/7b9c2d84/Eduardo-Camavinga
Nicolò Cambiaghi,FW,Empoli,/en/players/91ff775f/Nicolo-Cambiaghi
Andrea Cambiaso,DF,Bologna,/en/players/247ed022/Andrea-Cambiaso
Axel Camblan,FW,Brest,/en/players/9f4a940f/Axel-Camblan
Sergio Camello,FW,Rayo Vallecano,/en/players/873619c6/Sergio-Camello
Chem Campbell,FW,Wolves,/en/players/6f711f67/Chem-Campbell
Emre Can,MF,Dortmund,/en/players/a65ce836/Emre-Can
Sergio Canales,MF,Betis,/en/players/a6de370d/Sergio-Canales
Matteo Cancellieri,FW,Lazio,/en/players/b6a1cdf9/Matteo-Cancellieri
João Cancelo,DF,Manchester City,/en/players/bd6351cd/Joao-Cancelo
Antonio Candreva,DF,Salernitana,/en/players/356c9002/Antonio-Candreva
Thomas Cannon,FW,Everton,/en/players/4506aec5/Thomas-Cannon
Sergi Canós,FW,Brentford,/en/players/1137759d/Sergi-Canos
Ander Capa,FW,Athletic Club,/en/players/37f1cf47/Ander-Capa
Pierrick Capelle,MF,Angers,/en/players/79b2399c/Pierrick-Capelle
Étienne Capoue,MF,Villarreal,/en/players/5acc4a10/Etienne-Capoue
Gianluca Caprari,MF,Monza,/en/players/54e53b7e/Gianluca-Caprari
Francesco Caputo,FW,Sampdoria,/en/players/5bd72174/Francesco-Caputo
Francesco Caputo,FW,Empoli,/en/players/5bd72174/Francesco-Caputo
Maxence Caqueret,MF,Lyon,/en/players/f81ef10d/Maxence-Caqueret
Andrea Carboni,DF,Monza,/en/players/f7e2af2c/Andrea-Carboni
Valentin Carboni,MF,Inter,/en/players/707b98f1/Valentin-Carboni
Isaac Carcelen,DF,Cádiz,/en/players/c4b888df/Isaac-Carcelen
Irvin Cardona,FW,Brest,/en/players/5e080f73/Irvin-Cardona
Carlos,DF,Monza,/en/players/8d3cd59d/Carlos
Diego Carlos,DF,Aston Villa,/en/players/b4a014b1/Diego-Carlos
Juan Carlos,GK,Girona,/en/players/688b96e3/Juan-Carlos
José Carlos Lazo,MF,Almería,/en/players/5b93209a/Jose-Carlos-Lazo
José Carlos Lazo,MF,Espanyol,/en/players/5b93209a/Jose-Carlos-Lazo
Carmona,MF,Elche,/en/players/2dce876a/Carmona
Carmona,DF,Sevilla,/en/players/2dce876a/Carmona
Marco Carnesecchi,GK,Cremonese,/en/players/8ec56e62/Marco-Carnesecchi
Yannick Carrasco,DF,Atlético Madrid,/en/players/de39485a/Yannick-Carrasco
Dani Carvajal,DF,Real Madrid,/en/players/4958bfb2/Dani-Carvajal
Fabio Carvalho,MF,Liverpool,/en/players/966e28d0/Fabio-Carvalho
Matis Carvalho,GK,Montpellier,/en/players/8608f269/Matis-Carvalho
William Carvalho,MF,Betis,/en/players/dee86451/William-Carvalho
Nicolò Casale,DF,Lazio,/en/players/3f5f38fb/Nicolo-Casale
Casals,MF,Girona,/en/players/ebeb2c4a/Casals
Casemiro,MF,Manchester Utd,/en/players/4d224fe8/Casemiro
Casemiro,MF,Real Madrid,/en/players/4d224fe8/Casemiro
Matty Cash,DF,Aston Villa,/en/players/2389cdc2/Matty-Cash
Timothy Castagne,DF,Leicester City,/en/players/197640fd/Timothy-Castagne
Michele Castagnetti,MF,Cremonese,/en/players/ad92526f/Michele-Castagnetti
Koen Casteels,GK,Wolfsburg,/en/players/db401046/Koen-Casteels
Valentín Castellanos,FW,Girona,/en/players/da76bab4/Valentin-Castellanos
Jean-Charles Castelletto,DF,Nantes,/en/players/e0f3a1f6/Jean-Charles-Castelletto
Samu Castillejo,FW,Valencia,/en/players/130a7a3f/Samu-Castillejo
Jonny Castro,DF,Wolves,/en/players/e28868f3/Jonny-Castro
Gaetano Castrovilli,MF,Fiorentina,/en/players/0728bebe/Gaetano-Castrovilli
Danilo Cataldi,MF,Lazio,/en/players/ba3d3bea/Danilo-Cataldi
Catena,DF,Rayo Vallecano,/en/players/274ab13c/Catena
Yoann Cathline,FW,Lorient,/en/players/4db5915d/Yoann-Cathline
Maximiliano Caufriez,DF,Clermont Foot,/en/players/c92c24f0/Maximiliano-Caufriez
Edinson Cavani,FW,Valencia,/en/players/527f063d/Edinson-Cavani
Dani Ceballos,MF,Real Madrid,/en/players/c0617e2b/Dani-Ceballos
Federico Ceccherini,DF,Hellas Verona,/en/players/d9624b51/Federico-Ceccherini
Assan Ceesay,FW,Lecce,/en/players/07f8bcc8/Assan-Ceesay
Emil Ceide,FW,Sassuolo,/en/players/98a84572/Emil-Ceide
Zeki Çelik,DF,Roma,/en/players/31a62dc7/Zeki-Celik
Fabien Centonze,DF,Nantes,/en/players/3c6bbbab/Fabien-Centonze
Franco Cervi,MF,Celta Vigo,/en/players/5e1028e5/Franco-Cervi
Julio César Enciso,FW,Brighton,/en/players/9cfbad36/Julio-Cesar-Enciso
Leonardo César Jardim,GK,Lille,/en/players/f5dfc256/Leonardo-Cesar-Jardim
Julian Chabot,DF,Köln,/en/players/ae7058f9/Julian-Chabot
Florian Chabrolle,MF,Ajaccio,/en/players/5d9577aa/Florian-Chabrolle
El Chadaille Bitshiabu,DF,Paris S-G,/en/players/2180c761/El-Chadaille-Bitshiabu
Fares Chaïbi,FW,Toulouse,/en/players/357103bd/Fares-Chaibi
Nathaniel Chalobah,MF,Fulham,/en/players/422862ea/Nathaniel-Chalobah
Trevoh Chalobah,DF,Chelsea,/en/players/5515376c/Trevoh-Chalobah
Calum Chambers,DF,Aston Villa,/en/players/dc6f5bdd/Calum-Chambers
Timothy Chandler,DF,Eint Frankfurt,/en/players/b3b7f5a6/Timothy-Chandler
Gaëtan Charbonnier,FW,Auxerre,/en/players/18ebca4b/Gaetan-Charbonnier
Brendan Chardonnet,DF,Brest,/en/players/16aa7d4c/Brendan-Chardonnet
Xavier Chavalerin,MF,Troyes,/en/players/279ddf6a/Xavier-Chavalerin
Pep Chavarría,FW,Rayo Vallecano,/en/players/63c5e56b/Pep-Chavarria
Rayan Cherki,MF,Lyon,/en/players/b34c63a5/Rayan-Cherki
Ilyes Cheti,DF,Angers,/en/players/9d498560/Ilyes-Cheti
Lucas Chevalier,GK,Lille,/en/players/b3d76d84/Lucas-Chevalier
Fabio Chiarodia,DF,Werder Bremen,/en/players/48780156/Fabio-Chiarodia
Federico Chiesa,DF,Juventus,/en/players/b0f7e36c/Federico-Chiesa
Ben Chilwell,DF,Chelsea,/en/players/d2424d1b/Ben-Chilwell
Vlad Chiricheș,DF,Cremonese,/en/players/c316607a/Vlad-Chiriches
Pedro Chirivella,MF,Nantes,/en/players/68a26d51/Pedro-Chirivella
Joris Chotard,MF,Montpellier,/en/players/7909ffa4/Joris-Chotard
Andreas Christensen,DF,Barcelona,/en/players/1cb49278/Andreas-Christensen
Oliver Christensen,GK,Hertha BSC,/en/players/af104654/Oliver-Christensen
Ryan Christie,MF,Bournemouth,/en/players/26ce2263/Ryan-Christie
Carney Chukwuemeka,MF,Chelsea,/en/players/b2f9c73e/Carney-Chukwuemeka
Samuel Chukwueze,FW,Villarreal,/en/players/b8a642fc/Samuel-Chukwueze
Darko Churlinov,FW,Stuttgart,/en/players/c6608135/Darko-Churlinov
Víctor Chust,DF,Cádiz,/en/players/ec1a731e/Victor-Chust
Yanis Cimignani,MF,Ajaccio,/en/players/7495aba7/Yanis-Cimignani
Daniel Ciofani,FW,Cremonese,/en/players/b09a3ecc/Daniel-Ciofani
Pathé Ciss,MF,Rayo Vallecano,/en/players/9a0408b6/Pathe-Ciss
Souleymane Cissé,DF,Clermont Foot,/en/players/ff4d0258/Souleymane-Cisse
Patrick Ciurria,DF,Monza,/en/players/5de3866c/Patrick-Ciurria
Bobby Clark,MF,Liverpool,/en/players/73341ace/Bobby-Clark
Alexis Claude-Maurice,FW,Nice,/en/players/741418c3/Alexis-Claude-Maurice
Alexis Claude-Maurice,MF,Lens,/en/players/741418c3/Alexis-Claude-Maurice
Jonathan Clauss,DF,Marseille,/en/players/5219ab4a/Jonathan-Clauss
Carlos Clerc,DF,Elche,/en/players/33a61a52/Carlos-Clerc
Nathaniel Clyne,DF,Crystal Palace,/en/players/0442183b/Nathaniel-Clyne
Conor Coady,DF,Everton,/en/players/2928dca2/Conor-Coady
Marcus Coco,DF,Nantes,/en/players/3010aefb/Marcus-Coco
Alexandre Coeff,DF,Auxerre,/en/players/c4065f40/Alexandre-Coeff
Jack Colback,MF,Nott'ham Forest,/en/players/963a9201/Jack-Colback
Séamus Coleman,DF,Everton,/en/players/0420d84f/Seamus-Coleman
Álex Collado,MF,Elche,/en/players/85dace26/Alex-Collado
Omar Colley,DF,Sampdoria,/en/players/8b95acda/Omar-Colley
Nathan Collins,DF,Wolves,/en/players/a8c19eb8/Nathan-Collins
Lorenzo Colombo,FW,Lecce,/en/players/04df29a5/Lorenzo-Colombo
Andrea Colpani,MF,Monza,/en/players/6499048c/Andrea-Colpani
Levi Colwill,DF,Brighton,/en/players/700783e7/Levi-Colwill
Kingsley Coman,FW,Bayern Munich,/en/players/042e8a49/Kingsley-Coman
Eray Cömert,DF,Valencia,/en/players/15937e17/Eray-Comert
Santi Comesaña,MF,Rayo Vallecano,/en/players/5ae499d0/Santi-Comesana
Andrea Consigli,GK,Sassuolo,/en/players/8cabdc1e/Andrea-Consigli
Abdu Conté,DF,Troyes,/en/players/cfa49cc1/Abdu-Conte
Andrea Conti,DF,Sampdoria,/en/players/8fef5412/Andrea-Conti
Lewis Cook,MF,Bournemouth,/en/players/2afc7272/Lewis-Cook
Steve Cook,DF,Nott'ham Forest,/en/players/3e5e4e63/Steve-Cook
Liam Cooper,DF,Leeds United,/en/players/dc64b8b3/Liam-Cooper
Copete,DF,Mallorca,/en/players/0f26ffd7/Copete
Diego Coppola,DF,Hellas Verona,/en/players/22ae86f9/Diego-Coppola
Francis Coquelin,MF,Villarreal,/en/players/a6951bf8/Francis-Coquelin
Sébastien Corchia,DF,Nantes,/en/players/0e7ccfc4/Sebastien-Corchia
Maxwel Cornet,FW,West Ham,/en/players/beb391dd/Maxwel-Cornet
Jesús Corona,FW,Sevilla,/en/players/fb938d24/Jesus-Corona
Ángel Correa,FW,Atlético Madrid,/en/players/01eb744d/Angel-Correa
Joaquín Correa,FW,Inter,/en/players/45b9b619/Joaquin-Correa
Thierry Correia,DF,Valencia,/en/players/c78b352d/Thierry-Correia
Alessandro Cortinovis,MF,Hellas Verona,/en/players/bfc359ed/Alessandro-Cortinovis
Danny da Costa,DF,Mainz 05,/en/players/5ddb8f9f/Danny-da-Costa
David Pereira da Costa,MF,Lens,/en/players/59948ef7/David-Pereira-da-Costa
Diego Costa,FW,Wolves,/en/players/a190d597/Diego-Costa
Jaume Costa,DF,Mallorca,/en/players/808d48f3/Jaume-Costa
Logan Costa,DF,Toulouse,/en/players/bfb2056e/Logan-Costa
Nuno da Costa,FW,Auxerre,/en/players/909222de/Nuno-da-Costa
Samu Costa,MF,Almería,/en/players/76c2a023/Samu-Costa
Benoît Costil,GK,Auxerre,/en/players/2434f24a/Benoit-Costil
Vladimír Coufal,DF,West Ham,/en/players/fdf3cb77/Vladimir-Coufal
Lassana Coulibaly,MF,Salernitana,/en/players/85a44ecc/Lassana-Coulibaly
Tanguy Coulibaly,DF,Stuttgart,/en/players/05ba9d7c/Tanguy-Coulibaly
Thibaut Courtois,GK,Real Madrid,/en/players/1840e36d/Thibaut-Courtois
Mathieu Coutadeur,MF,Ajaccio,/en/players/ef8ae23b/Mathieu-Coutadeur
Philippe Coutinho,MF,Aston Villa,/en/players/0ef89a37/Philippe-Coutinho
Yan Couto,DF,Girona,/en/players/1944818c/Yan-Couto
Conor Coventry,MF,West Ham,/en/players/a5ca9127/Conor-Coventry
Nicolas Cozza,DF,Montpellier,/en/players/8f325097/Nicolas-Cozza
Aaron Cresswell,DF,West Ham,/en/players/4f974391/Aaron-Cresswell
Bryan Cristante,MF,Roma,/en/players/16657b95/Bryan-Cristante
Juan Cruz Armada,DF,Osasuna,/en/players/a56da3ba/Juan-Cruz-Armada
Juan Cruz,FW,Betis,/en/players/cc2dd8a5/Juan-Cruz
Juan Cuadrado,DF,Juventus,/en/players/0ab1f153/Juan-Cuadrado
Marc Cucurella,DF,Chelsea,/en/players/1daec722/Marc-Cucurella
Jorge Cuenca,DF,Villarreal,/en/players/0abc51f2/Jorge-Cuenca
Braian Cufré,DF,Mallorca,/en/players/192c89a6/Braian-Cufre
Matheus Cunha,FW,Wolves,/en/players/dc62b55d/Matheus-Cunha
Matheus Cunha,FW,Atlético Madrid,/en/players/dc62b55d/Matheus-Cunha
Curro,MF,Almería,/en/players/f9a225f5/Curro
Marco D'Alessandro,DF,Monza,/en/players/060606ec/Marco-DAlessandro
Danilo D'Ambrosio,DF,Inter,/en/players/44eb9093/Danilo-DAmbrosio
Luca D'Andrea,FW,Sassuolo,/en/players/f778fe3f/Luca-DAndrea
Damien Da Silva,DF,Lyon,/en/players/1ec7e1c5/Damien-Da-Silva
Moanes Dabbur,FW,Hoffenheim,/en/players/eac044ad/Moanes-Dabbur
Colin Dagba,DF,Strasbourg,/en/players/29c02c9f/Colin-Dagba
Mahmoud Dahoud,MF,Dortmund,/en/players/db4ed67b/Mahmoud-Dahoud
Patson Daka,FW,Leicester City,/en/players/ca45605e/Patson-Daka
Thijs Dallinga,FW,Toulouse,/en/players/b70afb45/Thijs-Dallinga
Diogo Dalot,DF,Manchester Utd,/en/players/d9565625/Diogo-Dalot
Muhammed Damar,MF,Hoffenheim,/en/players/d3d77413/Muhammed-Damar
Mikkel Damsgaard,MF,Brentford,/en/players/215f3907/Mikkel-Damsgaard
Flavius Daniliuc,DF,Salernitana,/en/players/7ef972c3/Flavius-Daniliuc
Flavius Daniliuc,DF,Nice,/en/players/7ef972c3/Flavius-Daniliuc
Danilo,DF,Juventus,/en/players/94b2001f/Danilo
Kevin Danso,DF,Lens,/en/players/6e33125f/Kevin-Danso
Dante,DF,Nice,/en/players/fd2bc67d/Dante
Márton Dárdai,DF,Hertha BSC,/en/players/41bff4fa/Marton-Dardai
Sergi Darder,MF,Espanyol,/en/players/070a3904/Sergi-Darder
Achraf Dari,DF,Brest,/en/players/5069b796/Achraf-Dari
Vladimír Darida,MF,Hertha BSC,/en/players/3eb0f2df/Vladimir-Darida
Matteo Darmian,DF,Inter,/en/players/96e0490d/Matteo-Darmian
Josh Dasilva,MF,Brentford,/en/players/60344e4f/Josh-Dasilva
Jonathan David,FW,Lille,/en/players/ce50fd99/Jonathan-David
Alphonso Davies,DF,Bayern Munich,/en/players/d781d855/Alphonso-Davies
Ben Davies,DF,Tottenham,/en/players/44781702/Ben-Davies
Tom Davies,MF,Everton,/en/players/9228b07c/Tom-Davies
Paweł Dawidowicz,DF,Hellas Verona,/en/players/16bb656a/Pawel-Dawidowicz
Craig Dawson,DF,West Ham,/en/players/3e9e06cb/Craig-Dawson
Kevin De Bruyne,MF,Manchester City,/en/players/e46012d4/Kevin-De-Bruyne
Charles De Ketelaere,MF,Milan,/en/players/2ef7c612/Charles-De-Ketelaere
Manuel De Luca,FW,Sampdoria,/en/players/60e3603d/Manuel-De-Luca
Rodrigo De Paul,MF,Atlético Madrid,/en/players/162efffd/Rodrigo-De-Paul
Mattia De Sciglio,DF,Juventus,/en/players/ae4e2852/Mattia-De-Sciglio
Lorenzo De Silvestri,DF,Bologna,/en/players/e74f0e59/Lorenzo-De-Silvestri
Thibault De Smet,DF,Reims,/en/players/5fdcb075/Thibault-De-Smet
Koni De Winter,DF,Empoli,/en/players/f4797849/Koni-De-Winter
Grégoire Defrel,FW,Sassuolo,/en/players/854ee61a/Gregoire-Defrel
Duccio Degli Innocenti,MF,Empoli,/en/players/0e0d6c53/Duccio-Degli-Innocenti
Brecht Dejaegere,MF,Toulouse,/en/players/4ca4f601/Brecht-Dejaegere
Romain Del Castillo,FW,Brest,/en/players/0be95d34/Romain-Del-Castillo
Alberto Del Moral,MF,Villarreal,/en/players/84a85b48/Alberto-Del-Moral
Thomas Delaine,DF,Strasbourg,/en/players/8332db56/Thomas-Delaine
Thomas Delaney,MF,Sevilla,/en/players/fe641c1a/Thomas-Delaney
Sacha Delaye,FW,Montpellier,/en/players/e4448c8c/Sacha-Delaye
Fran Delgado,DF,Betis,/en/players/e7d2a50b/Fran-Delgado
Andy Delort,FW,Nice,/en/players/d33c706e/Andy-Delort
Karamoko Dembele,FW,Brest,/en/players/7304f3b1/Karamoko-Dembele
Moussa Dembélé,FW,Lyon,/en/players/e7986081/Moussa-Dembele
Ousmane Dembélé,FW,Barcelona,/en/players/b19db005/Ousmane-Dembele
Siriki Dembélé,FW,Bournemouth,/en/players/11f54bd5/Siriki-Dembele
Merih Demiral,DF,Atalanta,/en/players/e3cceee6/Merih-Demiral
Kerem Demirbay,MF,Leverkusen,/en/players/54b4dc4e/Kerem-Demirbay
Ermedin Demirović,FW,Augsburg,/en/players/ed79b7d3/Ermedin-Demirovic
Diego Demme,MF,Napoli,/en/players/dc3fa3b5/Diego-Demme
Sepp van den Berg,DF,Schalke 04,/en/players/7bf9400b/Sepp-van-den-Berg
Branco van den Boomen,MF,Toulouse,/en/players/99d660b2/Branco-van-den-Boomen
Leander Dendoncker,MF,Aston Villa,/en/players/5a7301ae/Leander-Dendoncker
Leander Dendoncker,MF,Wolves,/en/players/5a7301ae/Leander-Dendoncker
Emmanuel Dennis,FW,Nott'ham Forest,/en/players/2c44a35d/Emmanuel-Dennis
Fabio Depaoli,DF,Hellas Verona,/en/players/d97f2e8d/Fabio-Depaoli
Fabio Depaoli,DF,Sampdoria,/en/players/d97f2e8d/Fabio-Depaoli
Kastriot Dermaku,DF,Lecce,/en/players/2990c466/Kastriot-Dermaku
Halil Dervişoğlu,MF,Brentford,/en/players/9d8cf204/Halil-Dervisoglu
Rémy Descamps,GK,Nantes,/en/players/477e50ce/Remy-Descamps
Mikkel Desler,DF,Toulouse,/en/players/1d5c96f8/Mikkel-Desler
Cyriel Dessers,FW,Cremonese,/en/players/dcb38abe/Cyriel-Dessers
Sergiño Dest,DF,Milan,/en/players/5976f83e/Sergino-Dest
Mattia Destro,FW,Empoli,/en/players/d7d32194/Mattia-Destro
Gerard Deulofeu,FW,Udinese,/en/players/39583cfd/Gerard-Deulofeu
Kiernan Dewsbury-Hall,MF,Leicester City,/en/players/5c74c0f5/Kiernan-Dewsbury-Hall
Samuel Di Carmine,FW,Cremonese,/en/players/ef94dc2f/Samuel-Di-Carmine
Federico Di Francesco,FW,Lecce,/en/players/1fca9171/Federico-Di-Francesco
Michele Di Gregorio,GK,Monza,/en/players/4e0c8d66/Michele-Di-Gregorio
Giovanni Di Lorenzo,DF,Napoli,/en/players/230a2fac/Giovanni-Di-Lorenzo
Ángel Di María,FW,Juventus,/en/players/19cda00b/Angel-Di-Maria
Boulaye Dia,FW,Salernitana,/en/players/244bc2c8/Boulaye-Dia
Moussa Diaby,FW,Leverkusen,/en/players/aeed5c06/Moussa-Diaby
Mouctar Diakhaby,DF,Valencia,/en/players/d2110326/Mouctar-Diakhaby
Bafodé Diakité,DF,Lille,/en/players/1bfb6fef/Bafode-Diakite
Ibrahim Diakité,DF,Reims,/en/players/d8c19a60/Ibrahim-Diakite
Abdou Diallo,DF,RB Leipzig,/en/players/fc62f087/Abdou-Diallo
Baila Diallo,DF,Clermont Foot,/en/players/fb55f63a/Baila-Diallo
Habib Diallo,FW,Strasbourg,/en/players/6605d143/Habib-Diallo
Ibrahima Diallo,MF,Southampton,/en/players/11ff3d56/Ibrahima-Diallo
Ismael Diallo,DF,Ajaccio,/en/players/b3244eeb/Ismael-Diallo
Mamady Diarra,MF,Cádiz,/en/players/80211dc5/Mamady-Diarra
Mouhamadou Diarra,MF,Strasbourg,/en/players/6d0fe035/Mouhamadou-Diarra
Moussa Diarra,DF,Toulouse,/en/players/698f11e3/Moussa-Diarra
Stéphane Diarra,FW,Lorient,/en/players/29939a1d/Stephane-Diarra
Youba Diarra,MF,Cádiz,/en/players/d61759ec/Youba-Diarra
Rúben Dias,DF,Manchester City,/en/players/31c69ef1/Ruben-Dias
Krépin Diatta,MF,Monaco,/en/players/8104e41e/Krepin-Diatta
Mory Diaw,GK,Clermont Foot,/en/players/f41a69e6/Mory-Diaw
Brahim Díaz,MF,Milan,/en/players/407feb71/Brahim-Diaz
Luis Díaz,FW,Liverpool,/en/players/4a1a9578/Luis-Diaz
Bamba Dieng,FW,Marseille,/en/players/40774c6b/Bamba-Dieng
Eric Dier,DF,Tottenham,/en/players/ac861941/Eric-Dier
Florian Dietz,FW,Köln,/en/players/8779ddf8/Florian-Dietz
Lucas Digne,DF,Aston Villa,/en/players/1b84dbe1/Lucas-Digne
Federico Dimarco,DF,Inter,/en/players/970b8574/Federico-Dimarco
Stole Dimitrievski,GK,Rayo Vallecano,/en/players/fc70e345/Stole-Dimitrievski
Junior Dina Ebimbe,DF,Eint Frankfurt,/en/players/95bb6ddc/Junior-Dina-Ebimbe
Tristan Dingomé,MF,Troyes,/en/players/92b56413/Tristan-Dingome
Eren Dinkçi,FW,Werder Bremen,/en/players/4ccd8957/Eren-Dinkci
Sinaly Diomande,DF,Lyon,/en/players/6de23ab0/Sinaly-Diomande
Lois Diony,FW,Angers,/en/players/4be0b467/Lois-Diony
Issa Diop,DF,Fulham,/en/players/a712ca2b/Issa-Diop
Sofiane Diop,MF,Nice,/en/players/19053e31/Sofiane-Diop
Sofiane Diop,MF,Monaco,/en/players/19053e31/Sofiane-Diop
Yehvann Diouf,GK,Reims,/en/players/eedea60b/Yehvann-Diouf
Axel Disasi,DF,Monaco,/en/players/ad82197c/Axel-Disasi
Malcom Abdulai Ares Djalo,FW,Athletic Club,/en/players/a461f098/Malcom-Abdulai-Ares-Djalo
Tiago Djaló,DF,Lille,/en/players/b2336681/Tiago-Djalo
Djené,DF,Getafe,/en/players/a4971d84/Djene
Moussa Djenepo,DF,Southampton,/en/players/254147d4/Moussa-Djenepo
Koffi Djidji,DF,Torino,/en/players/933d3b51/Koffi-Djidji
Alexander Djiku,DF,Strasbourg,/en/players/43e7a164/Alexander-Djiku
Berat Djimsiti,DF,Atalanta,/en/players/6eee05f1/Berat-Djimsiti
Marko Dmitrović,GK,Sevilla,/en/players/ac295d9e/Marko-Dmitrovic
Ben Doak,FW,Liverpool,/en/players/733f1a7d/Ben-Doak
Ritsu Doan,FW,Freiburg,/en/players/d01bbb6f/Ritsu-Doan
Dodô,DF,Fiorentina,/en/players/b5f7d10b/Dodo
Danilho Doekhi,DF,Union Berlin,/en/players/f67c9d29/Danilho-Doekhi
Matt Doherty,DF,Tottenham,/en/players/d557d734/Matt-Doherty
Josh Doig,DF,Hellas Verona,/en/players/2f69d881/Josh-Doig
Jeremy Doku,FW,Rennes,/en/players/fffea3e5/Jeremy-Doku
Kasper Dolberg,FW,Sevilla,/en/players/cc83b74d/Kasper-Dolberg
Carlos Dominguez,MF,Celta Vigo,/en/players/3521abfe/Carlos-Dominguez
Nicolás Domínguez,MF,Bologna,/en/players/20b3a502/Nicolas-Dominguez
John Donald,DF,Elche,/en/players/5e95c000/John-Donald
Giulio Donati,DF,Monza,/en/players/22051fbe/Giulio-Donati
Kyliane Dong,DF,Troyes,/en/players/836dc4a8/Kyliane-Dong
Gianluigi Donnarumma,GK,Paris S-G,/en/players/08f5afaa/Gianluigi-Donnarumma
Gabriel Dos Santos,DF,Arsenal,/en/players/67ac5bb8/Gabriel-Dos-Santos
Jodel Dossou,MF,Clermont Foot,/en/players/a1dbfcb1/Jodel-Dossou
Lohann Doucet,MF,Nantes,/en/players/dff0c299/Lohann-Doucet
Abdoulaye Doucouré,MF,Everton,/en/players/02b29014/Abdoulaye-Doucoure
Cheick Doucouré,MF,Crystal Palace,/en/players/ce4f40c7/Cheick-Doucoure
Ckene Doucouré,FW,Lorient,/en/players/92d90c8f/Ckene-Doucoure
Désiré Doué,MF,Rennes,/en/players/9e7483ff/Desire-Doue
Ismaël Doukouré,DF,Strasbourg,/en/players/0512a60a/Ismael-Doukoure
Kamory Doumbia,MF,Reims,/en/players/9226aa22/Kamory-Doumbia
Souleyman Doumbia,DF,Angers,/en/players/9daeac61/Souleyman-Doumbia
Flynn Downes,MF,West Ham,/en/players/69fdb896/Flynn-Downes
Bartłomiej Drągowski,GK,Spezia,/en/players/085e71a7/Bartlomiej-Dragowski
Cody Drameh,DF,Leeds United,/en/players/e0d1510a/Cody-Drameh
Dominick Drexler,MF,Schalke 04,/en/players/809940aa/Dominick-Drexler
Domingos Duarte,DF,Getafe,/en/players/93090f69/Domingos-Duarte
Marvin Ducksch,FW,Werder Bremen,/en/players/638a4d71/Marvin-Ducksch
Ondrej Duda,MF,Köln,/en/players/79ca3e23/Ondrej-Duda
Shane Duffy,FW,Fulham,/en/players/7314bba4/Shane-Duffy
Rémy Dugimont,FW,Auxerre,/en/players/6d7ede84/Remy-Dugimont
Denzel Dumfries,DF,Inter,/en/players/481c9ece/Denzel-Dumfries
